School DBN,School Name,School District,Residential District,Total Applicants Residential District,True Applicants Residential District,Total Applicants School,Total True Applicants School,Seats Available School,Offers School,Ratio,Rank
30Q580,Baccalaureate School for Global Education,30,2,63,37,1732,937,97,94,21.73015873015873,26
24Q299,Bard High School Early College Queens,24,2,170,98,3866,2227,125,166,56.49411764705882,16
03M541,Manhattan / Hunter Science High School,3,2,665,359,5406,2689,108,176,193.806015037594,8
06M348,Washington Heights Expeditionary Learning School,6,2,2,1,689,175,100,115,0.5,105
07X221,South Bronx Preparatory: A College Board School,7,2,2,1,782,161,123,148,0.5,105
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",7,2,2,1,862,174,250,182,0.5,105
07X427,Community School for Social Justice,7,2,2,1,229,33,81,-2,0.5,105
07X500,Hostos-Lincoln Academy of Science,7,2,2,1,751,158,81,121,0.5,105
07X522,Bronx Design and Construction Academy,7,2,2,1,677,112,140,91,0.5,105
07X625,Bronx Legacy High School,7,2,2,1,690,97,90,-2,0.5,105
07X670,Health Opportunities High School,7,2,2,1,477,47,75,-2,0.5,105
08X293,Renaissance High School for Musical Theater and the Arts,8,2,2,1,660,115,110,-2,0.5,105
08X349,Bronx River High School,8,2,2,1,1172,196,108,168,0.5,105
09X231,Eagle Academy for Young Men,9,2,2,1,455,163,80,130,0.5,105
09X241,"Urban Assembly School for Applied Math and Science, The",9,2,2,1,561,117,90,99,0.5,105
09X412,Bronx High School of Business,9,2,2,1,765,66,120,-2,0.5,105
09X505,"Bronx School for Law, Government and Justice",9,2,2,1,1132,259,120,154,0.5,105
09X525,Bronx Leadership Academy High School,9,2,2,1,1027,107,105,123,0.5,105
10X268,Kingsbridge International High School,10,2,2,1,206,15,108,6,0.5,105
10X284,Bronx School of Law and Finance,10,2,2,1,558,58,130,-2,0.5,105
10X434,Belmont Preparatory High School,10,2,2,1,1447,203,108,176,0.5,105
10X477,Marble Hill High School for International Studies,10,2,2,1,810,158,108,139,0.5,105
10X546,Bronx Theatre High School,10,2,2,1,414,45,128,-2,0.5,105
11X288,Collegiate Institute for Math and Science,11,2,2,1,1764,317,133,200,0.5,105
11X455,Harry S Truman High School,11,2,2,1,1891,390,913,-2,0.5,105
11X508,Bronxdale High School,11,2,2,1,1828,267,129,190,0.5,105
11X542,Pelham Preparatory Academy,11,2,2,1,2331,448,130,211,0.5,105
11X544,High School for Contemporary Arts,11,2,2,1,607,55,240,-2,0.5,105
11X545,Bronx Aerospace High School,11,2,2,1,751,109,189,-2,0.5,105
12X248,"Metropolitan High School, The",12,2,2,1,228,33,151,-2,0.5,105
12X388,Pan American International High School at Monroe,12,2,2,1,310,71,108,43,0.5,105
13K483,The Urban Assembly School for Law and Justice,13,2,2,1,593,105,115,-2,0.5,105
15K462,John Jay School for Law,15,2,2,1,1012,184,125,-2,0.5,105
15K519,Cobble Hill School of American Studies,15,2,2,1,481,62,278,-2,0.5,105
15K667,Sunset Park High School,15,2,2,1,989,260,354,-2,0.5,105
16K455,Boys and Girls High School,16,2,2,1,712,68,369,96,0.5,105
16K498,Brooklyn High School for Law and Technology,16,2,4,2,1730,296,151,-2,1.0,95
17K528,The High School for Global Citizenship,17,2,2,1,524,55,100,63,0.5,105
17K547,Brooklyn Academy of Science and the Environment,17,2,2,1,373,53,108,-2,0.5,105
17K590,Medgar Evers College Preparatory School,17,2,2,1,2078,676,220,237,0.5,105
18K566,Brooklyn Community High School for Excellence and Equity,18,2,2,1,448,61,75,-2,0.5,105
18K642,Urban Action Academy,18,2,2,1,231,44,107,-2,0.5,105
19K618,Academy of Innovative Technology,19,2,2,1,1048,183,115,169,0.5,105
21K468,Kingsborough Early College School,21,2,2,1,1229,429,110,122,0.5,105
21K540,John Dewey High School,21,2,2,1,2573,622,553,577,0.5,105
24Q296,Pan American International High School,24,2,2,1,508,166,108,28,0.5,105
24Q585,Maspeth High School,24,2,4,2,5045,1953,270,348,1.0,95
25Q285,World Journalism Preparatory: A College Board School,25,2,2,1,448,162,90,139,0.5,105
26Q315,Business Technology Early College High School,26,2,2,1,1032,289,180,272,0.5,105
27Q309,Academy of Medical Technology: A College Board School,27,2,2,1,626,120,105,109,0.5,105
28Q284,York Early College Academy,28,2,2,1,1602,580,81,91,0.5,105
29Q248,Queens Preparatory Academy,29,2,2,1,383,62,100,-2,0.5,105
30Q286,"Young Women's Leadership School, Astoria",30,2,2,1,453,156,81,103,0.5,105
31R460,Susan E. Wagner High School,31,2,2,1,2611,968,660,631,0.5,105
02M418,Millennium High School,2,2,1115,556,5541,2290,176,286,277.2520179372197,5
02M260,The Clinton School,2,2,1043,515,2837,1151,134,221,254.29050814956855,6
02M411,Baruch College Campus High School,2,2,1350,650,6773,2753,118,188,312.962962962963,4
30Q501,Frank Sinatra School of the Arts High School,30,2,248,113,3557,1643,236,416,51.48790322580645,18
02M531,Repertory Company High School for Theatre Arts,2,2,32,14,365,100,60,68,6.125,46
02M630,Art and Design High School,2,2,262,113,3594,1359,385,523,48.73664122137404,19
05M362,Columbia Secondary School,5,2,496,208,4258,1769,112,175,87.2258064516129,11
02M412,N.Y.C. Lab School for Collaborative Studies,2,2,1051,429,3134,1067,109,161,175.1103710751665,9
15K684,Millennium Brooklyn HS,15,2,132,53,5385,2365,178,252,21.28030303030303,27
02M376,NYC iSchool,2,2,445,175,2459,931,118,158,68.82022471910112,14
03M859,Special Music School,3,2,75,29,482,165,50,64,11.213333333333333,39
04M372,Esperanza Preparatory Academy,4,2,78,30,322,114,106,120,11.538461538461538,38
02M407,Institute for Collaborative Education,2,2,198,75,836,263,61,73,28.40909090909091,22
04M435,Manhattan Center for Science and Mathematics,4,2,574,205,5010,1993,440,709,73.21428571428571,12
02M413,School of the Future High School,2,2,572,203,1741,485,108,152,72.0437062937063,13
02M408,Professional Performing Arts High School,2,2,124,43,1255,378,128,180,14.911290322580646,35
02M600,The High School of Fashion Industries,2,2,130,45,2046,720,475,395,15.576923076923077,33
02M545,High School for Dual Language and Asian Studies,2,2,218,75,769,299,108,150,25.80275229357798,23
02M414,N.Y.C. Museum School,2,2,847,286,3022,865,150,254,96.57142857142857,10
02M542,Manhattan Bridges High School,2,2,177,59,904,224,172,95,19.666666666666668,29
08X312,Millennium Art Academy,8,2,3,1,625,136,112,117,0.3333333333333333,155
08X405,Herbert H. Lehman High School,8,2,3,1,2078,405,528,479,0.3333333333333333,155
09X297,Morris Academy for Collaborative Studies,9,2,3,1,568,80,123,-2,0.3333333333333333,155
09X324,Bronx Early College Academy for Teaching & Learning,9,2,3,1,549,93,81,133,0.3333333333333333,155
09X365,Academy for Language and Technology,9,2,3,1,773,224,92,89,0.3333333333333333,155
09X403,Bronx International High School,9,2,3,1,537,54,135,12,0.3333333333333333,155
09X413,Bronx High School for Medical Science,9,2,3,1,1104,178,90,170,0.3333333333333333,155
10X237,"The Marie Curie High School for Medicine, Nursing, and Health Professions",10,2,3,1,334,46,135,-2,0.3333333333333333,155
10X342,International School for Liberal Arts,10,2,3,1,219,81,100,-2,0.3333333333333333,155
10X353,World View High School,10,2,3,1,1343,263,150,195,0.3333333333333333,155
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),10,2,3,1,2279,431,120,179,0.3333333333333333,155
10X438,Fordham Leadership Academy,10,2,3,1,2416,416,108,155,0.3333333333333333,155
10X442,"Celia Cruz Bronx High School of Music, The",10,2,3,1,561,165,140,114,0.3333333333333333,155
10X524,Crotona International High School,10,2,3,1,309,47,81,19,0.3333333333333333,155
11X275,High School of Computers and Technology,11,2,3,1,715,115,181,156,0.3333333333333333,155
11X299,Astor Collegiate Academy,11,2,3,1,2199,342,120,189,0.3333333333333333,155
12X267,Bronx Latin,12,2,3,1,841,149,81,113,0.3333333333333333,155
13K527,Urban Assembly Institute of Math and Science for Young Women,13,2,3,1,237,54,81,60,0.3333333333333333,155
13K670,Benjamin Banneker Academy,13,2,6,2,1912,451,225,318,0.6666666666666666,102
14K477,East Williamsburg Scholars Academy,14,2,3,1,650,90,234,-2,0.3333333333333333,155
17K122,Pathways in Technology Early College High School (P-Tech),17,2,3,1,712,114,150,-2,0.3333333333333333,155
17K600,Clara Barton High School,17,2,3,1,1276,355,434,-2,0.3333333333333333,155
18K629,Cultural Academy for the Arts and Sciences,18,2,3,1,567,70,116,80,0.3333333333333333,155
19K502,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,19,2,3,1,745,141,108,125,0.3333333333333333,155
19K507,Performing Arts and Technology High School,19,2,3,1,1103,157,125,163,0.3333333333333333,155
19K510,World Academy for Total Community Health High School,19,2,3,1,417,29,98,-2,0.3333333333333333,155
19K615,Transit Tech Career and Technical Education High School,19,2,3,1,1168,225,315,-2,0.3333333333333333,155
21K620,William E. Grady Career and Technical Education High School,21,2,3,1,970,205,305,214,0.3333333333333333,155
22K535,Leon M. Goldstein High School for the Sciences,22,2,33,11,3985,2007,258,429,3.6666666666666665,55
22K555,Brooklyn College Academy,22,2,3,1,2698,911,170,228,0.3333333333333333,155
23K493,Brooklyn Collegiate: A College Board School,23,2,3,1,727,113,120,-2,0.3333333333333333,155
23K644,Eagle Academy for Young Men II,23,2,3,1,554,179,92,139,0.3333333333333333,155
24Q600,Queens Technical High School,24,2,18,6,3942,1196,350,423,2.0,76
27Q400,August Martin High School,27,2,3,1,960,177,250,218,0.3333333333333333,155
27Q650,"High School for Construction Trades, Engineering and Architecture",27,2,6,2,3028,1209,247,311,0.6666666666666666,102
28Q620,Thomas A. Edison Career and Technical Education High School,28,2,3,1,6131,2355,473,583,0.3333333333333333,155
29Q272,George Washington Carver High School for the Sciences,29,2,3,1,590,92,93,-2,0.3333333333333333,155
29Q492,"Mathematics, Science Research and Technology Magnet High School",29,2,3,1,782,146,150,-2,0.3333333333333333,155
30Q258,Energy Tech High School,30,2,18,6,1535,348,108,145,2.0,76
31R445,Port Richmond High School,31,2,3,1,1267,334,564,435,0.3333333333333333,155
31R455,Tottenville High School,31,2,3,1,3274,1627,1158,1357,0.3333333333333333,155
32K552,The Academy of Urban Planning and Engineering,32,2,3,1,737,128,113,-2,0.3333333333333333,155
32K556,Bushwick Leaders High School for Academic Excellence,32,2,3,1,768,125,120,-2,0.3333333333333333,155
03M291,West End Secondary School,3,2,264,87,1209,392,105,146,28.670454545454547,21
06M463,High School for Media and Communications,6,2,22,7,505,61,150,-2,2.227272727272727,69
02M427,Manhattan Academy For Arts & Language,2,2,134,42,389,72,108,49,13.164179104477611,36
03M417,Frank McCourt High School,3,2,247,77,1253,345,120,170,24.004048582995953,24
02M438,International High School at Union Square,2,2,173,53,501,103,68,75,16.23699421965318,32
02M439,Manhattan Village Academy,2,2,579,176,3002,860,100,201,53.499136442141626,17
03M307,"Urban Assembly School for Media Studies, The",3,2,27,8,328,71,126,109,2.3703703703703702,66
04M555,Central Park East High School,4,2,450,131,4762,1538,125,215,38.135555555555555,20
02M551,Urban Assembly New York Harbor School,2,2,110,32,724,221,200,-2,9.309090909090909,41
01M450,East Side Community School,1,2,255,73,1142,328,95,117,20.898039215686275,28
03M610,Young Women's Leadership School,3,2,25,7,370,113,81,-2,1.96,84
06M540,A. Philip Randolph Campus High School,6,2,84,23,2050,408,471,379,6.2976190476190474,45
04M495,Park East High School,4,2,207,56,2653,739,100,166,15.14975845410628,34
02M519,Talent Unlimited High School,2,2,137,35,1599,468,152,213,8.941605839416058,42
22K405,Midwood High School,22,2,63,16,11658,5495,910,1323,4.063492063492063,52
02M459,Manhattan International High School,2,2,198,50,738,151,85,73,12.626262626262626,37
08X367,"Archimedes Academy for Math, Science and Technology Applications",8,2,4,1,427,75,100,-2,0.25,194
12X478,The Cinema School,12,2,4,1,618,139,81,117,0.25,194
12X550,High School of World Cultures,12,2,4,1,380,49,108,36,0.25,194
13K594,Gotham Professional Arts Academy,13,2,4,1,364,61,81,-2,0.25,194
14K454,The Williamsburg High School of Art and Technology,14,2,4,1,893,129,116,120,0.25,194
17K543,"Science, Technology and Research Early College High School at Erasmus",17,2,4,1,790,197,130,145,0.25,194
19K660,W. H. Maxwell Career and Technical Education High School,19,2,4,1,991,185,305,164,0.25,194
21K348,High School of Sports Management,21,2,4,1,386,75,176,-2,0.25,194
24Q485,Grover Cleveland High School,24,2,4,1,1552,359,420,437,0.25,194
27Q475,Richmond Hill High School,27,2,4,1,1397,386,371,423,0.25,194
31R440,New Dorp High School,31,2,4,1,2806,1011,668,887,0.25,194
02M135,The Urban Assembly Early College High School for Emergency Medicine,2,2,37,9,510,116,122,-2,2.189189189189189,71
02M288,Food and Finance High School,2,2,107,24,1225,264,150,211,5.383177570093458,49
02M393,Business Of Sports School,2,2,99,22,1151,248,129,210,4.888888888888889,51
30Q575,Academy of American Studies,30,2,27,6,2727,819,170,224,1.3333333333333333,90
02M449,Vanguard High School,2,2,120,26,701,134,110,158,5.633333333333334,47
06M552,Gregorio Luperon High School for Science and Mathematics,6,2,70,15,573,165,150,45,3.2142857142857144,57
02M507,Urban Assembly Gateway School for Technology,2,2,232,49,1299,278,108,146,10.349137931034482,40
02M500,Unity Center for Urban Technologies,2,2,38,8,274,48,95,136,1.6842105263157894,87
01M448,University Neighborhood High School,1,2,524,110,2248,447,125,185,23.091603053435115,25
02M294,Essex Street Academy,2,2,392,82,2478,562,90,125,17.153061224489797,30
17K408,Academy of Hospitality and Tourism,17,2,5,1,571,89,118,-2,0.2,206
24Q550,High School for Arts and Business,24,2,5,1,2257,552,191,255,0.2,206
24Q610,Aviation Career & Technical Education High School,24,2,70,14,4123,1548,530,723,2.8,60
27Q480,John Adams High School,27,2,5,1,2490,480,636,644,0.2,206
28Q505,Hillcrest High School,28,2,5,1,2316,496,730,517,0.2,206
02M546,Academy for Software Engineering,2,2,171,34,1992,388,125,201,6.760233918128655,44
02M303,"Facing History School, The",2,2,66,13,421,87,107,-2,2.5606060606060606,62
03M492,"High School for Law, Advocacy and Community Justice",3,2,56,11,920,170,220,-2,2.1607142857142856,73
30Q301,Academy for Careers in Television and Film,30,2,52,10,1410,330,151,200,1.9230769230769231,85
14K610,A-Tech High School,14,2,16,3,1273,264,224,243,0.5625,104
02M437,Hudson High School of Learning Technologies,2,2,71,13,353,48,119,-2,2.380281690140845,65
02M533,Union Square Academy for Health Sciences,2,2,55,10,834,154,163,143,1.8181818181818181,86
02M308,Lower Manhattan Arts Academy,2,2,68,12,524,69,95,-2,2.1176470588235294,74
02M529,Jacqueline Kennedy Onassis High School,2,2,83,14,534,81,204,-2,2.36144578313253,67
02M400,High School for Environmental Studies,2,2,584,98,2558,395,344,385,16.445205479452056,31
02M394,Emma Lazarus High School,2,2,54,9,134,19,60,-1,1.5,88
02M655,The High School for Climate Justice,2,2,36,6,298,60,152,105,1.0,95
03M860,Frederick Douglass Academy II Secondary School,3,2,6,1,309,55,95,105,0.16666666666666666,212
06M211,Inwood Early College for Health and Information Technologies,6,2,6,1,745,156,111,-2,0.16666666666666666,212
06M293,City College Academy of the Arts,6,2,6,1,1028,337,81,95,0.16666666666666666,212
07X548,Careers in Sports High School,7,2,6,1,1056,226,125,202,0.16666666666666666,212
11X249,Bronx Health Sciences High School,11,2,6,1,1270,225,200,261,0.16666666666666666,212
11X509,High School of Language and Innovation,11,2,6,1,299,56,108,36,0.16666666666666666,212
14K071,Juan Morel Campos Secondary School,14,2,6,1,341,78,101,69,0.16666666666666666,212
15K429,Digital Arts and Cinema Technology High School,15,2,6,1,579,105,90,94,0.16666666666666666,212
24Q530,International High School at LaGuardia Community College,24,2,18,3,1236,505,119,114,0.5,105
30Q445,William Cullen Bryant High School,30,2,6,1,1681,297,435,349,0.16666666666666666,212
31R450,Curtis High School,31,2,6,1,1967,690,804,754,0.16666666666666666,212
02M399,The High School For Language And Diplomacy,2,2,86,14,385,36,134,-2,2.2790697674418605,68
02M550,Liberty High School Academy for Newcomers,2,2,38,6,99,16,50,6,0.9473684210526315,99
02M420,High School for Health Professions and Human Services,2,2,298,47,2991,776,477,590,7.412751677852349,43
02M374,Gramercy Arts High School,2,2,89,14,1038,129,204,78,2.202247191011236,70
02M489,High School of Economics and Finance,2,2,212,33,1374,223,230,-2,5.136792452830188,50
02M395,A School Without Walls,2,2,13,2,178,36,100,-2,0.3076923076923077,193
02M615,Chelsea Career and Technical Education High School,2,2,93,14,821,118,152,-2,2.10752688172043,75
15K656,Brooklyn High School of the Arts,15,2,40,6,2104,574,254,272,0.9,100
02M432,Murray Hill Academy,2,2,115,17,558,76,90,-2,2.5130434782608697,64
02M392,Manhattan Business Academy,2,2,165,24,1321,191,161,-2,3.4909090909090907,56
07X600,Alfred E. Smith Career and Technical Education High School,7,2,7,1,1126,227,189,193,0.14285714285714285,222
13K350,Urban Assembly School of Music and Art,13,2,7,1,494,52,108,-2,0.14285714285714285,222
13K605,George Westinghouse Career and Technical Education High School,13,2,7,1,1254,203,254,194,0.14285714285714285,222
14K488,Brooklyn Preparatory High School,14,2,7,1,1061,174,153,-2,0.14285714285714285,222
15K448,Brooklyn Collaborative Studies,15,2,7,1,693,99,90,110,0.14285714285714285,222
20K505,Franklin Delano Roosevelt High School,20,2,7,1,3723,924,710,852,0.14285714285714285,222
21K525,Edward R. Murrow High School,21,2,7,1,6293,2283,933,1196,0.14285714285714285,222
26Q430,Francis Lewis High School,26,2,7,1,8708,3905,913,1030,0.14285714285714285,222
02M298,Pace High School,2,2,160,22,1172,169,190,177,3.025,58
01M515,Lower East Side Preparatory High School,1,2,51,7,317,89,75,-2,0.9607843137254902,98
02M605,Humanities Preparatory Academy,2,2,159,20,861,101,75,-2,2.5157232704402515,63
02M586,Harvey Milk High School,2,2,8,1,40,3,45,-1,0.125,230
07X334,International Community High School,7,2,8,1,210,40,81,23,0.125,230
09X260,Bronx Center for Science and Mathematics,9,2,8,1,2530,621,108,201,0.125,230
13K412,Brooklyn Community Arts & Media High School (BCAM),13,2,8,1,702,113,142,-2,0.125,230
13K595,Bedford Academy High School,13,2,8,1,2464,599,81,114,0.125,230
17K382,Academy for College Preparation and Career Exploration: A College Board School,17,2,8,1,837,124,108,-2,0.125,230
17K751,Academy for Health Careers,17,2,8,1,715,72,108,-2,0.125,230
03M494,High School of Arts and Technology,3,2,89,11,1037,132,140,-2,1.3595505617977528,89
02M580,Richard R. Green High School of Teaching,2,2,268,32,1291,154,160,-2,3.8208955223880596,54
03M415,Wadleigh Secondary School for the Performing & Visual Arts,3,2,17,2,826,130,128,-2,0.23529411764705882,205
02M543,New Design High School,2,2,94,11,852,157,125,145,1.2872340425531914,94
05M157,The Urban Assembly School for Global Commerce,5,2,9,1,207,26,81,-2,0.1111111111111111,237
25Q425,John Bowne High School,25,2,9,1,3116,720,783,809,0.1111111111111111,237
02M419,Landmark High School,2,2,66,7,457,37,100,-2,0.7424242424242424,101
02M282,Urban Assembly Maker Academy,2,2,130,13,1074,175,150,216,1.3,93
